Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HelpCenter_DTS,Chrome 139.0.7258.155,,,17-09-2025 15:32:04,17-09-2025 15:32:31,26.941s,PASSED
,,,,,,,
Test Cases/AI-Generated/JustInMind-Production/TC3-TC03 Verify the Tree View,Chrome 139.0.7258.155,"1. Navigate to https://www.justinmind.com/support/exercises-data 
    2.  Click on each subset of the Data List",HelpCenter,17-09-2025 15:32:04,17-09-2025 15:32:12,8.670s,PASSED
"DATA BINDING - {""(Default) heade..."":""6""}",,,,,,,
Start listener action : beforeTestCase,Chrome 139.0.7258.155,,,17-09-2025 15:32:04,17-09-2025 15:32:04,0.012s,PASSED
Start setup action : setup,Chrome 139.0.7258.155,,,17-09-2025 15:32:04,17-09-2025 15:32:05,1.550s,PASSED
reportLocation = getReportFolder(),Chrome 139.0.7258.155,,,17-09-2025 15:32:05,17-09-2025 15:32:05,0.001s,PASSED
"""Initialize test session: Open browser and set view port""",Chrome 139.0.7258.155,,,17-09-2025 15:32:05,17-09-2025 15:32:05,0.001s,PASSED
"TrueTestScripts.navigate(""/support/exercises-data"")",Chrome 139.0.7258.155,Step 1: Navigate to /support/exercises-data,,17-09-2025 15:32:05,17-09-2025 15:32:10,4.895s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_displayingDataMasterRecords""))",Chrome 139.0.7258.155,Step 2: Click on link displayingDataMasterRecords,,17-09-2025 15:32:10,17-09-2025 15:32:10,0.085s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/header_displayingDataMasterRecords""))",Chrome 139.0.7258.155,Step 3: Click on header displayingDataMasterRecords,,17-09-2025 15:32:10,17-09-2025 15:32:10,0.034s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_properties""))",Chrome 139.0.7258.155,Step 4: Click on link properties,,17-09-2025 15:32:10,17-09-2025 15:32:10,0.030s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType]))",Chrome 139.0.7258.155,Step 5: Click on header tableOptions (properties),,17-09-2025 15:32:10,17-09-2025 15:32:11,0.038s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_customizingDataList""))",Chrome 139.0.7258.155,Step 6: Click on link customizingDataList,,17-09-2025 15:32:11,17-09-2025 15:32:11,0.029s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild_1, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType_1]))",Chrome 139.0.7258.155,Step 7: Click on header tableOptions (customizingDataList),,17-09-2025 15:32:11,17-09-2025 15:32:11,0.029s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_sortColumns""))",Chrome 139.0.7258.155,Step 8: Click on link sortColumns,,17-09-2025 15:32:11,17-09-2025 15:32:11,0.028s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild_2, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType_2]))",Chrome 139.0.7258.155,Step 9: Click on header tableOptions (sortColumns),,17-09-2025 15:32:11,17-09-2025 15:32:11,0.030s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/link_filterRows""))",Chrome 139.0.7258.155,Step 10: Click on link filterRows,,17-09-2025 15:32:11,17-09-2025 15:32:11,0.040s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Dynamic Objects/Page_support_exercises_data/header_tableOptions"", [""header_tableOptions_h2NthChild"":header_tableOptions_h2NthChild_3, ""header_tableOptions_h2NthOfType"":header_tableOptions_h2NthOfType_3]))",Chrome 139.0.7258.155,Step 11: Click on header tableOptions (filterRows),,17-09-2025 15:32:11,17-09-2025 15:32:11,0.044s,PASSED
"enhancedClick(findTestObject(""AI-Generated/JustInMind-Production/Page_support_exercises_data/item_selectRows""))",Chrome 139.0.7258.155,Step 12: Click on item selectRows,,17-09-2025 15:32:11,17-09-2025 15:32:11,0.037s,PASSED
